 TRANSITION QUAERUPOLAIRES EANS L'ETAT X EE H2
   PROBABILITES E'EMISSION
  VU  VL  JU        S              Q              O
  10   8   0   0.000000E+00   0.000000E+00   0.201807E-05
  10   8   1   0.000000E+00   0.879979E-06   0.108477E-05
  10   8   2   0.443251E-06   0.611210E-06   0.805469E-06
  10   8   3   0.534821E-06   0.546531E-06   0.626348E-06
  10   8   4   0.525396E-06   0.501919E-06   0.487806E-06
  10   8   5   0.458369E-06   0.459037E-06   0.375330E-06
  10   8   6   0.356987E-06   0.413923E-06   0.283693E-06
  10   8   7   0.241758E-06   0.365882E-06   0.209930E-06
  10   8   8   0.132813E-06   0.315394E-06   0.151596E-06
  10   8   9   0.487674E-07   0.263543E-06   0.106376E-06
  10   8  10   0.445043E-08   0.211808E-06   0.720750E-07
  10   8  11   0.830703E-08   0.161955E-06   0.466971E-07
  10   8  12   0.598593E-07   0.115932E-06   0.284855E-07
  10   8  13   0.147429E-06   0.757348E-07   0.159468E-07
  10   8  14   0.246283E-06   0.431866E-07   0.782558E-08
  10   9   0   0.000000E+00   0.000000E+00   0.538634E-07
  10   9   1   0.000000E+00   0.159225E-07   0.322253E-07
  10   9   2   0.331156E-08   0.104787E-07   0.246322E-07
  10   9   3   0.761503E-09   0.861858E-08   0.184664E-07
  10   9   4   0.431946E-09   0.704134E-08   0.130503E-07
  10   9   5   0.667415E-08   0.550755E-08   0.857694E-08
  10   9   6   0.229134E-07   0.404390E-08   0.519178E-08
  10   9   7   0.510591E-07   0.272671E-08   0.286072E-08
  10   9   8   0.907265E-07   0.163143E-08   0.141027E-08
  10   9   9   0.138724E-06   0.811579E-09   0.605333E-09
  10   9  10   0.189027E-06   0.287103E-09   0.216308E-09
  10   9  11   0.233347E-06   0.389171E-10   0.594200E-10
  10   9  12   0.262287E-06   0.961972E-11   0.106969E-10
  10   9  13   0.267093E-06   0.110447E-09   0.847474E-12
  10   9  14   0.241805E-06   0.236098E-09   0.567657E-14
  10  10   2   0.228394E-11   0.000000E+00   0.000000E+00
  10  10   3   0.352942E-10   0.000000E+00   0.000000E+00
  10  10   4   0.190513E-09   0.000000E+00   0.000000E+00
  10  10   5   0.619471E-09   0.000000E+00   0.000000E+00
  10  10   6   0.147776E-08   0.000000E+00   0.000000E+00
  10  10   7   0.283938E-08   0.000000E+00   0.000000E+00
  10  10   8   0.462172E-08   0.000000E+00   0.000000E+00
  10  10   9   0.655902E-08   0.000000E+00   0.000000E+00
  10  10  10   0.824363E-08   0.000000E+00   0.000000E+00
  10  10  11   0.922911E-08   0.000000E+00   0.000000E+00
  10  10  12   0.916928E-08   0.000000E+00   0.000000E+00
  10  10  13   0.795395E-08   0.000000E+00   0.000000E+00
  10  10  14   0.579963E-08   0.000000E+00   0.000000E+00
  11   0   0   0.000000E+00   0.000000E+00   0.766623E-12
  11   0   1   0.000000E+00   0.350905E-11   0.216899E-12
  11   0   2   0.557323E-11   0.182456E-11   0.218195E-11
  11   0   3   0.114093E-10   0.959205E-12   0.576748E-11
  11   0   4   0.181382E-10   0.328803E-12   0.105142E-10
  11   0   5   0.257593E-10   0.258850E-13   0.155711E-10
  11   0   6   0.346715E-10   0.321906E-13   0.194647E-10
  11   0   7   0.460012E-10   0.114921E-12   0.203499E-10
  11   0   8   0.617022E-10   0.419227E-13   0.169524E-10
  11   0   9   0.840958E-10   0.862155E-13   0.100665E-10
  11   0  10   0.114232E-09   0.125666E-11   0.313582E-11
  11   0  11   0.148475E-09   0.430701E-11   0.529540E-13
  11   0  12   0.174351E-09   0.769155E-11   0.812145E-12
  11   1   0   0.000000E+00   0.000000E+00   0.847781E-10
  11   1   1   0.000000E+00   0.111171E-09   0.190941E-10
  11   1   2   0.130789E-09   0.816115E-10   0.414160E-11
  11   1   3   0.267258E-09   0.808893E-10   0.281853E-12
  11   1   4   0.431742E-09   0.809885E-10   0.338995E-12
  11   1   5   0.627015E-09   0.785047E-10   0.211290E-11
  11   1   6   0.822133E-09   0.693624E-10   0.658930E-11
  11   1   7   0.991071E-09   0.546478E-10   0.161478E-10
  11   1   8   0.109895E-08   0.319736E-10   0.386948E-10
  11   1   9   0.114294E-08   0.118485E-10   0.853717E-10
  11   1  10   0.110661E-08   0.501764E-12   0.162283E-09
  11   1  11   0.105239E-08   0.380903E-11   0.255530E-09
  11   1  12   0.100378E-08   0.124241E-10   0.319562E-09
  11   2   0   0.000000E+00   0.000000E+00   0.282333E-09
  11   2   1   0.000000E+00   0.922458E-12   0.465694E-09
  11   2   2   0.102456E-09   0.102621E-12   0.732238E-09
  11   2   3   0.359500E-09   0.107606E-12   0.102299E-08
  11   2   4   0.795638E-09   0.920367E-12   0.130439E-08
  11   2   5   0.142910E-08   0.185417E-11   0.153650E-08
  11   2   6   0.228659E-08   0.151762E-11   0.167753E-08
  11   2   7   0.340717E-08   0.252222E-13   0.168378E-08
  11   2   8   0.483467E-08   0.474531E-11   0.152802E-08
  11   2   9   0.659388E-08   0.352559E-10   0.122802E-08
  11   2  10   0.859700E-08   0.118874E-09   0.858936E-09
  11   2  11   0.105377E-07   0.265958E-09   0.519597E-09
  11   2  12   0.117813E-07   0.422781E-09   0.286037E-09
  11   3   0   0.000000E+00   0.000000E+00   0.504657E-09
  11   3   1   0.000000E+00   0.172972E-08   0.149812E-13
  11   3   2   0.267629E-08   0.134003E-08   0.175353E-09
  11   3   3   0.600224E-08   0.140163E-08   0.507975E-09
  11   3   4   0.104097E-07   0.154020E-08   0.835237E-09
  11   3   5   0.158327E-07   0.169976E-08   0.111201E-08
  11   3   6   0.218429E-07   0.186170E-08   0.133177E-08
  11   3   7   0.278213E-07   0.195725E-08   0.152346E-08
  11   3   8   0.331337E-07   0.195206E-08   0.172617E-08
  11   3   9   0.369416E-07   0.182677E-08   0.196918E-08
  11   3  10   0.387848E-07   0.160187E-08   0.225137E-08
  11   3  11   0.385143E-07   0.133619E-08   0.252079E-08
  11   3  12   0.361970E-07   0.109855E-08   0.266302E-08
  11   4   0   0.000000E+00   0.000000E+00   0.335151E-08
  11   4   1   0.000000E+00   0.724903E-08   0.864615E-10
  11   4   2   0.954408E-08   0.516699E-08   0.424398E-09
  11   4   3   0.194670E-07   0.479072E-08   0.194939E-08
  11   4   4   0.313454E-07   0.463587E-08   0.398938E-08
  11   4   5   0.448108E-07   0.456319E-08   0.612442E-08
  11   4   6   0.592394E-07   0.455864E-08   0.806111E-08
  11   4   7   0.738318E-07   0.464043E-08   0.960006E-08
  11   4   8   0.877205E-07   0.483631E-08   0.106234E-07
  11   4   9   0.999480E-07   0.516842E-08   0.110875E-07
  11   4  10   0.109334E-06   0.563549E-08   0.110101E-07
  11   4  11   0.114249E-06   0.618822E-08   0.104390E-07
  11   4  12   0.112263E-06   0.668721E-08   0.939305E-08
  11   5   0   0.000000E+00   0.000000E+00   0.274602E-07
  11   5   1   0.000000E+00   0.353732E-07   0.458646E-08
  11   5   2   0.381348E-07   0.258132E-07   0.163244E-09
  11   5   3   0.725320E-07   0.248503E-07   0.856093E-09
  11   5   4   0.110777E-06   0.251725E-07   0.393226E-08
  11   5   5   0.151943E-06   0.260115E-07   0.793791E-08
  11   5   6   0.193487E-06   0.271509E-07   0.119526E-07
  11   5   7   0.232086E-06   0.284845E-07   0.154053E-07
  11   5   8   0.264095E-06   0.299319E-07   0.179736E-07
  11   5   9   0.285926E-06   0.314073E-07   0.195044E-07
  11   5  10   0.294315E-06   0.327851E-07   0.199491E-07
  11   5  11   0.286400E-06   0.338321E-07   0.193026E-07
  11   5  12   0.259338E-06   0.340396E-07   0.175147E-07
  11   6   0   0.000000E+00   0.000000E+00   0.215170E-06
  11   6   1   0.000000E+00   0.171778E-06   0.710972E-07
  11   6   2   0.143246E-06   0.123850E-06   0.281620E-07
  11   6   3   0.240719E-06   0.117154E-06   0.871639E-08
  11   6   4   0.331880E-06   0.116043E-06   0.110879E-08
  11   6   5   0.416439E-06   0.116779E-06   0.235438E-09
  11   6   6   0.489107E-06   0.118335E-06   0.291059E-08
  11   6   7   0.543550E-06   0.120228E-06   0.696099E-08
  11   6   8   0.573916E-06   0.122107E-06   0.109193E-07
  11   6   9   0.575726E-06   0.123598E-06   0.138432E-07
  11   6  10   0.546426E-06   0.124187E-06   0.151791E-07
  11   6  11   0.485642E-06   0.123005E-06   0.146708E-07
  11   6  12   0.394997E-06   0.118285E-06   0.123204E-07
  11   7   0   0.000000E+00   0.000000E+00   0.962953E-06
  11   7   1   0.000000E+00   0.575794E-06   0.418492E-06
  11   7   2   0.391393E-06   0.411423E-06   0.248191E-06
  11   7   3   0.586667E-06   0.383981E-06   0.151538E-06
  11   7   4   0.729385E-06   0.373595E-06   0.906748E-07
  11   7   5   0.830276E-06   0.367639E-06   0.522601E-07
  11   7   6   0.886275E-06   0.362552E-06   0.288270E-07
  11   7   7   0.893173E-06   0.356566E-06   0.152690E-07
  11   7   8   0.849379E-06   0.348281E-06   0.792777E-08
  11   7   9   0.757496E-06   0.336185E-06   0.425561E-08
  11   7  10   0.625089E-06   0.318390E-06   0.260609E-08
  11   7  11   0.465092E-06   0.292391E-06   0.203473E-08
  11   7  12   0.295998E-06   0.254605E-06   0.206991E-08
  11   8   0   0.000000E+00   0.000000E+00   0.220604E-05
  11   8   1   0.000000E+00   0.107132E-05   0.111502E-05
  11   8   2   0.606709E-06   0.753057E-06   0.783231E-06
  11   8   3   0.803922E-06   0.685463E-06   0.580027E-06
  11   8   4   0.880451E-06   0.644459E-06   0.433637E-06
  11   8   5   0.875352E-06   0.606654E-06   0.323477E-06
  11   8   6   0.803880E-06   0.565834E-06   0.240020E-06
  11   8   7   0.680168E-06   0.519528E-06   0.177072E-06
  11   8   8   0.522136E-06   0.466573E-06   0.129850E-06
  11   8   9   0.351927E-06   0.406546E-06   0.944617E-07
  11   8  10   0.194328E-06   0.339738E-06   0.677544E-07
  11   8  11   0.736695E-07   0.267350E-06   0.472564E-07
  11   8  12   0.890725E-08   0.191738E-06   0.311102E-07
  11   9   0   0.000000E+00   0.000000E+00   0.117525E-05
  11   9   1   0.000000E+00   0.482815E-06   0.645668E-06
  11   9   2   0.223585E-06   0.330010E-06   0.484982E-06
  11   9   3   0.247274E-06   0.287827E-06   0.377717E-06
  11   9   4   0.215147E-06   0.255269E-06   0.291594E-06
  11   9   5   0.157250E-06   0.222846E-06   0.219874E-06
  11   9   6   0.925454E-07   0.189127E-06   0.160719E-06
  11   9   7   0.372986E-07   0.154584E-06   0.113154E-06
  11   9   8   0.485310E-08   0.120402E-06   0.761327E-07
  11   9   9   0.346875E-08   0.880849E-07   0.483906E-07
  11   9  10   0.338210E-07   0.592292E-07   0.285289E-07
  11   9  11   0.869419E-07   0.353172E-07   0.151239E-07
  11   9  12   0.143136E-06   0.174639E-07   0.680015E-08
  11  10   0   0.000000E+00   0.000000E+00   0.103484E-07
  11  10   1   0.000000E+00   0.153426E-08   0.736134E-08
  11  10   2   0.107742E-10   0.910150E-09   0.615056E-08
  11  10   3   0.135241E-08   0.627743E-09   0.478260E-08
  11  10   4   0.639030E-08   0.385823E-09   0.336926E-08
  11  10   5   0.166932E-07   0.186895E-09   0.212978E-08
  11  10   6   0.328131E-07   0.534051E-10   0.119396E-08
  11  10   7   0.537700E-07   0.737375E-12   0.582066E-09
  11  10   8   0.767932E-07   0.281206E-10   0.238526E-09
  11  10   9   0.975026E-07   0.115604E-09   0.773680E-10
  11  10  10   0.110631E-06   0.225732E-09   0.177004E-10
  11  10  11   0.111272E-06   0.310778E-09   0.220728E-11
  11  10  12   0.964590E-07   0.325691E-09   0.675967E-13
  11  11   2   0.976323E-12   0.000000E+00   0.000000E+00
  11  11   3   0.148097E-10   0.000000E+00   0.000000E+00
  11  11   4   0.776672E-10   0.000000E+00   0.000000E+00
  11  11   5   0.242522E-09   0.000000E+00   0.000000E+00
  11  11   6   0.548018E-09   0.000000E+00   0.000000E+00
  11  11   7   0.980694E-09   0.000000E+00   0.000000E+00
  11  11   8   0.145468E-08   0.000000E+00   0.000000E+00
  11  11   9   0.182656E-08   0.000000E+00   0.000000E+00
  11  11  10   0.194683E-08   0.000000E+00   0.000000E+00
  11  11  11   0.173125E-08   0.000000E+00   0.000000E+00
  11  11  12   0.122140E-08   0.000000E+00   0.000000E+00
  12   0   0   0.000000E+00   0.000000E+00   0.533368E-11
  12   0   1   0.000000E+00   0.589085E-11   0.744881E-12
  12   0   2   0.598943E-11   0.323101E-11   0.113752E-13
  12   0   3   0.102068E-10   0.186219E-11   0.104842E-11
  12   0   4   0.138373E-10   0.754497E-12   0.372696E-11
  12   0   5   0.168475E-10   0.102033E-12   0.777752E-11
  12   0   6   0.194869E-10   0.432687E-13   0.122269E-10
  12   0   7   0.225275E-10   0.351516E-12   0.152008E-10
  12   0   8   0.272316E-10   0.479409E-12   0.145616E-10
  12   0   9   0.348794E-10   0.159100E-12   0.974797E-11
  12   0  10   0.449572E-10   0.718394E-13   0.346579E-11
  12   1   0   0.000000E+00   0.000000E+00   0.375628E-10
  12   1   1   0.000000E+00   0.568184E-10   0.785172E-11
  12   1   2   0.723445E-10   0.446115E-10   0.191600E-11
  12   1   3   0.155633E-09   0.481619E-10   0.504836E-12
  12   1   4   0.262165E-09   0.536933E-10   0.236728E-12
  12   1   5   0.392817E-09   0.588135E-10   0.271764E-12
  12   1   6   0.525473E-09   0.597398E-10   0.233557E-12
  12   1   7   0.635659E-09   0.546606E-10   0.319105E-14
  12   1   8   0.689039E-09   0.391969E-10   0.126605E-11
  12   1   9   0.672032E-09   0.197082E-10   0.106439E-10
  12   1  10   0.564967E-09   0.364466E-11   0.367846E-10
  12   2   0   0.000000E+00   0.000000E+00   0.439849E-10
  12   2   1   0.000000E+00   0.155035E-10   0.134159E-09
  12   2   2   0.869137E-10   0.629994E-11   0.267570E-09
  12   2   3   0.237338E-09   0.157958E-11   0.434652E-09
  12   2   4   0.454114E-09   0.377098E-13   0.625101E-09
  12   2   5   0.734029E-09   0.290755E-11   0.819874E-09
  12   2   6   0.108150E-08   0.878031E-11   0.986704E-09
  12   2   7   0.151432E-08   0.121019E-10   0.107652E-08
  12   2   8   0.205930E-08   0.758132E-11   0.103712E-08
  12   2   9   0.272425E-08   0.181018E-12   0.849109E-09
  12   2  10   0.337745E-08   0.112592E-10   0.553096E-09
  12   3   0   0.000000E+00   0.000000E+00   0.285151E-11
  12   3   1   0.000000E+00   0.379366E-09   0.189551E-09
  12   3   2   0.956474E-09   0.327496E-09   0.461349E-09
  12   3   3   0.250494E-08   0.393823E-09   0.699686E-09
  12   3   4   0.480788E-08   0.504292E-09   0.846733E-09
  12   3   5   0.785403E-08   0.647728E-09   0.898228E-09
  12   3   6   0.113915E-07   0.814747E-09   0.877699E-09
  12   3   7   0.149504E-07   0.960039E-09   0.827119E-09
  12   3   8   0.179254E-07   0.103454E-08   0.787637E-09
  12   3   9   0.194298E-07   0.990093E-09   0.783603E-09
  12   3  10   0.186313E-07   0.810341E-09   0.802152E-09
  12   4   0   0.000000E+00   0.000000E+00   0.208150E-08
  12   4   1   0.000000E+00   0.422799E-08   0.804651E-10
  12   4   2   0.549976E-08   0.298835E-08   0.175583E-09
  12   4   3   0.111298E-07   0.272398E-08   0.940437E-09
  12   4   4   0.177558E-07   0.256144E-08   0.200287E-08
  12   4   5   0.250299E-07   0.241425E-08   0.313980E-08
  12   4   6   0.324433E-07   0.227340E-08   0.418910E-08
  12   4   7   0.393650E-07   0.215275E-08   0.501891E-08
  12   4   8   0.450905E-07   0.207187E-08   0.551481E-08
  12   4   9   0.486938E-07   0.203796E-08   0.557562E-08
  12   4  10   0.484428E-07   0.200857E-08   0.508759E-08
  12   5   0   0.000000E+00   0.000000E+00   0.732158E-08
  12   5   1   0.000000E+00   0.135554E-07   0.469271E-09
  12   5   2   0.168401E-07   0.993052E-08   0.258435E-09
  12   5   3   0.338764E-07   0.961829E-08   0.201828E-08
  12   5   4   0.538397E-07   0.982340E-08   0.454535E-08
  12   5   5   0.759821E-07   0.102511E-07   0.714039E-08
  12   5   6   0.986053E-07   0.108084E-07   0.936114E-08
  12   5   7   0.119306E-06   0.114256E-07   0.109413E-07
  12   5   8   0.135053E-06   0.120081E-07   0.117273E-07
  12   5   9   0.142120E-06   0.123854E-07   0.116123E-07
  12   5  10   0.135305E-06   0.121686E-07   0.104312E-07
  12   6   0   0.000000E+00   0.000000E+00   0.738440E-07
  12   6   1   0.000000E+00   0.713957E-07   0.194453E-07
  12   6   2   0.665636E-07   0.517081E-07   0.487410E-08
  12   6   3   0.117964E-06   0.492150E-07   0.299694E-09
  12   6   4   0.169487E-06   0.490934E-07   0.591015E-09
  12   6   5   0.219475E-06   0.497447E-07   0.325132E-08
  12   6   6   0.263563E-06   0.506593E-07   0.669296E-08
  12   6   7   0.296353E-06   0.514970E-07   0.986710E-08
  12   6   8   0.312113E-06   0.518618E-07   0.120923E-07
  12   6   9   0.305027E-06   0.511153E-07   0.129115E-07
  12   6  10   0.268266E-06   0.478912E-07   0.119265E-07
  12   7   0   0.000000E+00   0.000000E+00   0.375863E-06
  12   7   1   0.000000E+00   0.259743E-06   0.143605E-06
  12   7   2   0.196031E-06   0.186331E-06   0.717584E-07
  12   7   3   0.310950E-06   0.174887E-06   0.344805E-07
  12   7   4   0.405642E-06   0.171339E-06   0.144133E-07
  12   7   5   0.480925E-06   0.169888E-06   0.457272E-08
  12   7   6   0.530811E-06   0.168735E-06   0.733726E-09
  12   7   7   0.548501E-06   0.166727E-06   0.509139E-11
  12   7   8   0.528508E-06   0.162556E-06   0.437387E-09
  12   7   9   0.467705E-06   0.154175E-06   0.858641E-09
  12   7  10   0.365195E-06   0.137556E-06   0.773198E-09
  12   8   0   0.000000E+00   0.000000E+00   0.123114E-05
  12   8   1   0.000000E+00   0.667558E-06   0.576069E-06
  12   8   2   0.416813E-06   0.472883E-06   0.372968E-06
  12   8   3   0.588654E-06   0.435302E-06   0.253638E-06
  12   8   4   0.686201E-06   0.415128E-06   0.173822E-06
  12   8   5   0.725814E-06   0.397204E-06   0.119093E-06
  12   8   6   0.709407E-06   0.376768E-06   0.818198E-07
  12   8   7   0.639557E-06   0.351003E-06   0.568099E-07
  12   8   8   0.523983E-06   0.317406E-06   0.401953E-07
  12   8   9   0.377368E-06   0.273230E-06   0.290055E-07
  12   8  10   0.221564E-06   0.214758E-06   0.208153E-07
  12   9   0   0.000000E+00   0.000000E+00   0.171847E-05
  12   9   1   0.000000E+00   0.777990E-06   0.898522E-06
  12   9   2   0.406277E-06   0.537366E-06   0.648492E-06
  12   9   3   0.499643E-06   0.475846E-06   0.489935E-06
  12   9   4   0.498022E-06   0.430168E-06   0.370525E-06
  12   9   5   0.438037E-06   0.383812E-06   0.276518E-06
  12   9   6   0.340736E-06   0.333125E-06   0.202099E-06
  12   9   7   0.227164E-06   0.277641E-06   0.143557E-06
  12   9   8   0.119901E-06   0.218433E-06   0.979287E-07
  12   9   9   0.402752E-07   0.157782E-06   0.627211E-07
  12   9  10   0.273511E-08   0.989535E-07   0.358656E-07
  12  10   0   0.000000E+00   0.000000E+00   0.454945E-06
  12  10   1   0.000000E+00   0.168838E-06   0.257766E-06
  12  10   2   0.665105E-07   0.111801E-06   0.195628E-06
  12  10   3   0.608298E-07   0.927629E-07   0.150946E-06
  12  10   4   0.388991E-07   0.766039E-07   0.113088E-06
  12  10   5   0.159108E-07   0.606301E-07   0.808273E-07
  12  10   6   0.173284E-08   0.450459E-07   0.543965E-07
  12  10   7   0.236888E-08   0.306933E-07   0.339257E-07
  12  10   8   0.185251E-07   0.185152E-07   0.191286E-07
  12  10   9   0.441977E-07   0.928166E-08   0.933267E-08
  12  10  10   0.662264E-07   0.336549E-08   0.359602E-08
  12  11   0   0.000000E+00   0.000000E+00   0.276504E-09
  12  11   1   0.000000E+00   0.154143E-09   0.510385E-09
  12  11   2   0.111885E-08   0.138711E-09   0.602754E-09
  12  11   3   0.378850E-08   0.170880E-09   0.537518E-09
  12  11   4   0.845952E-08   0.219831E-09   0.386713E-09
  12  11   5   0.150203E-07   0.277186E-09   0.228202E-09
  12  11   6   0.225743E-07   0.331591E-09   0.108936E-09
  12  11   7   0.294137E-07   0.367404E-09   0.401616E-10
  12  11   8   0.333331E-07   0.367417E-09   0.103332E-10
  12  11   9   0.323079E-07   0.318865E-09   0.147233E-11
  12  11  10   0.253942E-07   0.221844E-09   0.580746E-13
  12  12   2   0.278054E-12   0.000000E+00   0.000000E+00
  12  12   3   0.407129E-11   0.000000E+00   0.000000E+00
  12  12   4   0.201901E-10   0.000000E+00   0.000000E+00
  12  12   5   0.581633E-10   0.000000E+00   0.000000E+00
  12  12   6   0.117502E-09   0.000000E+00   0.000000E+00
  12  12   7   0.180152E-09   0.000000E+00   0.000000E+00
  12  12   8   0.215194E-09   0.000000E+00   0.000000E+00
  12  12   9   0.197152E-09   0.000000E+00   0.000000E+00
  12  12  10   0.127817E-09   0.000000E+00   0.000000E+00
  13   0   0   0.000000E+00   0.000000E+00   0.931313E-11
  13   0   1   0.000000E+00   0.683966E-11   0.273665E-11
  13   0   2   0.550318E-11   0.390137E-11   0.649914E-12
  13   0   3   0.831210E-11   0.241523E-11   0.152484E-17
  13   0   4   0.994281E-11   0.113367E-11   0.670961E-12
  13   0   5   0.104509E-10   0.259138E-12   0.262892E-11
  13   0   6   0.100669E-10   0.142942E-14   0.525565E-11
  13   0   7   0.919655E-11   0.196794E-12   0.695543E-11
  13   1   0   0.000000E+00   0.000000E+00   0.755416E-11
  13   1   1   0.000000E+00   0.202296E-10   0.549354E-12
  13   1   2   0.314589E-10   0.171720E-10   0.234794E-14
  13   1   3   0.732589E-10   0.202272E-10   0.628735E-13
  13   1   4   0.129273E-09   0.247928E-10   0.738689E-15
  13   1   5   0.196531E-09   0.295361E-10   0.182652E-12
  13   1   6   0.257163E-09   0.318088E-10   0.796676E-12
  13   1   7   0.284318E-09   0.288462E-10   0.928848E-12
  13   2   0   0.000000E+00   0.000000E+00   0.275737E-11
  13   2   1   0.000000E+00   0.448566E-10   0.116297E-10
  13   2   2   0.843725E-10   0.232152E-10   0.546999E-10
  13   2   3   0.179934E-09   0.116105E-10   0.123687E-09
  13   2   4   0.288277E-09   0.304040E-11   0.215145E-09
  13   2   5   0.398245E-09   0.104269E-13   0.319664E-09
  13   2   6   0.499911E-09   0.330216E-11   0.412626E-09
  13   2   7   0.579330E-09   0.818232E-11   0.445833E-09
  13   3   0   0.000000E+00   0.000000E+00   0.199017E-09
  13   3   1   0.000000E+00   0.358060E-10   0.387516E-09
  13   3   2   0.282781E-09   0.416642E-10   0.574971E-09
  13   3   3   0.909687E-09   0.683554E-10   0.692993E-09
  13   3   4   0.193757E-08   0.115528E-09   0.719004E-09
  13   3   5   0.332544E-08   0.184900E-09   0.655501E-09
  13   3   6   0.483617E-08   0.269059E-09   0.533459E-09
  13   3   7   0.593026E-08   0.332117E-09   0.390544E-09
  13   4   0   0.000000E+00   0.000000E+00   0.129478E-08
  13   4   1   0.000000E+00   0.242338E-08   0.775374E-10
  13   4   2   0.306881E-08   0.170520E-08   0.518000E-10
  13   4   3   0.609392E-08   0.153585E-08   0.378352E-09
  13   4   4   0.945028E-08   0.140510E-08   0.847394E-09
  13   4   5   0.127404E-07   0.125619E-08   0.133373E-08
  13   4   6   0.153586E-07   0.107863E-08   0.173111E-08
  13   4   7   0.163746E-07   0.870651E-09   0.190739E-08
  13   5   0   0.000000E+00   0.000000E+00   0.218948E-08
  13   5   1   0.000000E+00   0.557045E-08   0.171934E-10
  13   5   2   0.759475E-08   0.404932E-08   0.474465E-09
  13   5   3   0.156383E-07   0.387628E-08   0.170649E-08
  13   5   4   0.249642E-07   0.389315E-08   0.311900E-08
  13   5   5   0.347056E-07   0.396084E-08   0.432793E-08
  13   5   6   0.431348E-07   0.399711E-08   0.505837E-08
  13   5   7   0.472219E-07   0.385686E-08   0.506616E-08
  13   6   0   0.000000E+00   0.000000E+00   0.259254E-07
  13   6   1   0.000000E+00   0.298128E-07   0.529001E-08
  13   6   2   0.302164E-07   0.215679E-07   0.616437E-09
  13   6   3   0.551185E-07   0.204545E-07   0.117135E-09
  13   6   4   0.800792E-07   0.202220E-07   0.144407E-08
  13   6   5   0.102756E-06   0.200888E-07   0.333852E-08
  13   6   6   0.118679E-06   0.196186E-07   0.496138E-08
  13   6   7   0.120984E-06   0.181567E-07   0.568216E-08
  13   7   0   0.000000E+00   0.000000E+00   0.146637E-06
  13   7   1   0.000000E+00   0.113853E-06   0.496413E-07
  13   7   2   0.923273E-07   0.813890E-07   0.206321E-07
  13   7   3   0.150602E-06   0.758608E-07   0.724527E-08
  13   7   4   0.198950E-06   0.733613E-07   0.155701E-08
  13   7   5   0.234350E-06   0.710108E-07   0.217279E-10
  13   7   6   0.249579E-06   0.673736E-07   0.392851E-09
  13   7   7   0.234616E-06   0.604450E-07   0.113915E-08
  13   8   0   0.000000E+00   0.000000E+00   0.547463E-06
  13   8   1   0.000000E+00   0.326248E-06   0.236897E-06
  13   8   2   0.218648E-06   0.230853E-06   0.139880E-06
  13   8   3   0.319436E-06   0.211809E-06   0.854435E-07
  13   8   4   0.380481E-06   0.200360E-06   0.517990E-07
  13   8   5   0.404310E-06   0.188252E-06   0.310038E-07
  13   8   6   0.386080E-06   0.171624E-06   0.184900E-07
  13   8   7   0.320672E-06   0.145866E-06   0.110754E-07
  13   9   0   0.000000E+00   0.000000E+00   0.115788E-05
  13   9   1   0.000000E+00   0.563991E-06   0.575919E-06
  13   9   2   0.315350E-06   0.389633E-06   0.395269E-06
  13   9   3   0.404404E-06   0.344395E-06   0.284016E-06
  13   9   4   0.418217E-06   0.309109E-06   0.204302E-06
  13   9   5   0.378343E-06   0.270637E-06   0.144725E-06
  13   9   6   0.297550E-06   0.224829E-06   0.993932E-07
  13   9   7   0.192251E-06   0.169112E-06   0.638513E-07
  13  10   0   0.000000E+00   0.000000E+00   0.812161E-06
  13  10   1   0.000000E+00   0.333132E-06   0.437587E-06
  13  10   2   0.151915E-06   0.220823E-06   0.318616E-06
  13  10   3   0.161051E-06   0.183061E-06   0.237256E-06
  13  10   4   0.129952E-06   0.150189E-06   0.171904E-06
  13  10   5   0.832634E-07   0.116604E-06   0.118287E-06
  13  10   6   0.383018E-07   0.826937E-07   0.752491E-07
  13  10   7   0.859046E-08   0.504338E-07   0.420062E-07
  13  11   0   0.000000E+00   0.000000E+00   0.785554E-07
  13  11   1   0.000000E+00   0.227346E-07   0.473537E-07
  13  11   2   0.540547E-08   0.138358E-07   0.363032E-07
  13  11   3   0.208296E-08   0.999692E-08   0.269495E-07
  13  11   4   0.579176E-11   0.668690E-08   0.184165E-07
  13  11   5   0.213478E-08   0.384694E-08   0.112256E-07
  13  11   6   0.846345E-08   0.172575E-08   0.584586E-08
  13  11   7   0.156594E-07   0.478264E-09   0.238784E-08
  13  12   0   0.000000E+00   0.000000E+00   0.263841E-09
  13  12   1   0.000000E+00   0.613115E-09   0.236496E-10
  13  12   2   0.984760E-09   0.424068E-09   0.560107E-13
  13  12   3   0.217924E-08   0.371822E-09   0.276626E-11
  13  12   4   0.355716E-08   0.324178E-09   0.397299E-11
  13  12   5   0.473502E-08   0.265469E-09   0.235393E-11
  13  12   6   0.517708E-08   0.193670E-09   0.728921E-12
  13  12   7   0.444152E-08   0.115000E-09   0.943216E-13
  13  13   2   0.339649E-13   0.000000E+00   0.000000E+00
  13  13   3   0.456383E-12   0.000000E+00   0.000000E+00
  13  13   4   0.196618E-11   0.000000E+00   0.000000E+00
  13  13   5   0.457126E-11   0.000000E+00   0.000000E+00
  13  13   6   0.667212E-11   0.000000E+00   0.000000E+00
  13  13   7   0.607769E-11   0.000000E+00   0.000000E+00
  14   0   0   0.000000E+00   0.000000E+00   0.635179E-11
