#6483      # Number of transitions
#K         # Unit of energy for transitions
#   n     nu     nl               E(K)           Aij(s-1)             quant:     vu      Ju      vl      Jl  info:     Description  Lambda (micrometres)
#---data-------------------------------------------------------------------------------------------------------------------------------------------
  188     26     24        810.23300000     5.9540000E-10             quant:      2;      4;      2;      2; info:      17.7575 micrometres;      2-2 S(2)
  189     26     25        461.36400000     2.9940000E-06             quant:      2;      4;      2;      3; info:      31.1853 micrometres;      2-2 R(3)
  190     28     25       1032.08100000     2.1350000E-09             quant:      2;      5;      2;      3; info:      13.9405 micrometres;      2-2 S(3)
  191     28     26        570.71700000     5.7540000E-06             quant:      2;      5;      2;      4; info:      25.2100 micrometres;      2-2 R(4)
  192     29     26       1247.00300000     5.7680000E-09             quant:      2;      6;      2;      4; info:      11.5379 micrometres;      2-2 S(4)
  193     29     28        676.28600000     9.6380000E-06             quant:      2;      6;      2;      5; info:      21.2747 micrometres;      2-2 R(5)
  194     30     28       1453.79300000     1.2910000E-08             quant:      2;      7;      2;      5; info:       9.8967 micrometres;      2-2 S(5)
  195     30     29        777.50700000     1.4660000E-05             quant:      2;      7;      2;      6; info:      18.5050 micrometres;      2-2 R(6)
  196     31     29       1651.39900000     2.5250000E-08             quant:      2;      8;      2;      6; info:       8.7125 micrometres;      2-2 S(6)
  197     31     30        873.89200000     2.0760000E-05             quant:      2;      8;      2;      7; info:      16.4640 micrometres;      2-2 R(7)
  198     34     30       1838.94800000     4.4580000E-08             quant:      2;      9;      2;      7; info:       7.8239 micrometres;      2-2 S(7)
  199     34     31        965.05600000     2.7800000E-05             quant:      2;      9;      2;      8; info:      14.9087 micrometres;      2-2 R(8)
  200     38     31       2015.75000000     7.2660000E-08             quant:      2;     10;      2;      8; info:       7.1377 micrometres;      2-2 S(8)
  201     38     34       1050.69400000     3.5590000E-05             quant:      2;     10;      2;      9; info:      13.6936 micrometres;      2-2 R(9)
  202     32      2      14790.86700000     1.8970000E-05             quant:      3;      0;      0;      1; info:       0.9727 micrometres;      3-0 P(1)
  203     32      3      14534.98600000     1.1800000E-08             quant:      3;      0;      0;      2; info:       0.9899 micrometres;      3-0 O(2)
  204     33      1      15031.28900000     8.1940000E-06             quant:      3;      1;      0;      0; info:       0.9572 micrometres;      3-0 R(0)
  205     33      2      14902.90800000     8.4230000E-09             quant:      3;      1;      0;      1; info:       0.9654 micrometres;      3-0 Q(1)
  206     33      3      14647.02700000     1.0880000E-05             quant:      3;      1;      0;      2; info:       0.9823 micrometres;      3-0 P(2)
  207     33      4      14265.39700000     4.3980000E-09             quant:      3;      1;      0;      3; info:       1.0086 micrometres;      3-0 O(3)
  208     35      1      15254.56400000     6.6530000E-09             quant:      3;      2;      0;      0; info:       0.9432 micrometres;      3-0 S(0)
  209     35      2      15126.18300000     1.0960000E-05             quant:      3;      2;      0;      1; info:       0.9512 micrometres;      3-0 R(1)
  210     35      3      14870.30200000     6.0380000E-09             quant:      3;      2;      0;      2; info:       0.9675 micrometres;      3-0 Q(2)
  211     35      4      14488.67200000     8.3030000E-06             quant:      3;      2;      0;      3; info:       0.9930 micrometres;      3-0 P(3)
  212     35      5      13983.86000000     2.1060000E-09             quant:      3;      2;      0;      4; info:       1.0289 micrometres;      3-0 O(4)
  213     36      2      15459.08700000     1.1020000E-08             quant:      3;      3;      0;      1; info:       0.9307 micrometres;      3-0 S(1)
  214     36      3      15203.20600000     1.2910000E-05             quant:      3;      3;      0;      2; info:       0.9464 micrometres;      3-0 R(2)
  215     36      4      14821.57600000     5.6660000E-09             quant:      3;      3;      0;      3; info:       0.9707 micrometres;      3-0 Q(3)
  216     36      5      14316.76400000     6.6170000E-06             quant:      3;      3;      0;      4; info:       1.0050 micrometres;      3-0 P(4)
  217     36      6      13692.10500000     9.2170000E-10             quant:      3;      3;      0;      5; info:       1.0508 micrometres;      3-0 O(5)
  218     37      3      15643.38500000     1.5230000E-08             quant:      3;      4;      0;      2; info:       0.9197 micrometres;      3-0 S(2)
  219     37      4      15261.75500000     1.4510000E-05             quant:      3;      4;      0;      3; info:       0.9427 micrometres;      3-0 R(3)
  220     37      5      14756.94300000     5.5560000E-09             quant:      3;      4;      0;      4; info:       0.9750 micrometres;      3-0 Q(4)
